src,edge_attr,dst
"Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier","Similar metadata record: Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier and Early impressions of Google’s Gemini aren’t great",Early impressions of Google’s Gemini aren’t great
"Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier","Similar metadata record: Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier and Tim Sweeney on Epic’s victory royale over Google",Tim Sweeney on Epic’s victory royale over Google
"Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier","Similar metadata record: Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier and ‘Mass breach of privacy’: TikTok under fire for tracking users online",‘Mass breach of privacy’: TikTok under fire for tracking users online
"Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier","Similar metadata record: Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier and Google fakes an AI demo, Grand Theft Auto VI goes viral and Spotify cuts jobs","Google fakes an AI demo, Grand Theft Auto VI goes viral and Spotify cuts jobs"
"Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier","Similar metadata record: Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier and Epic v. Google, explained","Epic v. Google, explained"
"Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier","Similar metadata record: Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier and A timeline of Sam Altman’s firing from OpenAI — and the fallout",A timeline of Sam Altman’s firing from OpenAI — and the fallout
"Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier","Similar metadata record: Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier and Sam Altman ousted as OpenAI’s CEO",Sam Altman ousted as OpenAI’s CEO
Leaky defence ‘isn’t good enough’ and ‘scars’ grow from throwing away leads – It’s all going wrong for Manchester United in Europe,Similar metadata record: Leaky defence ‘isn’t good enough’ and ‘scars’ grow from throwing away leads – It’s all going wrong for Manchester United in Europe and Manchester United face Galatasaray with high hopes but bad memories,Manchester United face Galatasaray with high hopes but bad memories
Leaky defence ‘isn’t good enough’ and ‘scars’ grow from throwing away leads – It’s all going wrong for Manchester United in Europe,Similar metadata record: Leaky defence ‘isn’t good enough’ and ‘scars’ grow from throwing away leads – It’s all going wrong for Manchester United in Europe and From Ten Hag’s future to a leaking roof: Ratcliffe’s Manchester United in-tray,From Ten Hag’s future to a leaking roof: Ratcliffe’s Manchester United in-tray
Leaky defence ‘isn’t good enough’ and ‘scars’ grow from throwing away leads – It’s all going wrong for Manchester United in Europe,Similar metadata record: Leaky defence ‘isn’t good enough’ and ‘scars’ grow from throwing away leads – It’s all going wrong for Manchester United in Europe and Pochettino looks past James mistake and stakes future on his ‘Chelsea DNA’,Pochettino looks past James mistake and stakes future on his ‘Chelsea DNA’
Leaky defence ‘isn’t good enough’ and ‘scars’ grow from throwing away leads – It’s all going wrong for Manchester United in Europe,"Similar metadata record: Leaky defence ‘isn’t good enough’ and ‘scars’ grow from throwing away leads – It’s all going wrong for Manchester United in Europe and UK View: ‘A bridge too far’ – Boycott, former greats tear into ‘dysfunctional’ Poms with World Cup defence all but dead","UK View: ‘A bridge too far’ – Boycott, former greats tear into ‘dysfunctional’ Poms with World Cup defence all but dead"
Leaky defence ‘isn’t good enough’ and ‘scars’ grow from throwing away leads – It’s all going wrong for Manchester United in Europe,Similar metadata record: Leaky defence ‘isn’t good enough’ and ‘scars’ grow from throwing away leads – It’s all going wrong for Manchester United in Europe and Erik ten Hag could pay the price for Manchester United’s incompetent Champions League campaign,Erik ten Hag could pay the price for Manchester United’s incompetent Champions League campaign
Leaky defence ‘isn’t good enough’ and ‘scars’ grow from throwing away leads – It’s all going wrong for Manchester United in Europe,Similar metadata record: Leaky defence ‘isn’t good enough’ and ‘scars’ grow from throwing away leads – It’s all going wrong for Manchester United in Europe and Man United next manager: Assessing candidates to replace Erik ten Hag if Red Devils sack Dutch boss,Man United next manager: Assessing candidates to replace Erik ten Hag if Red Devils sack Dutch boss
Leaky defence ‘isn’t good enough’ and ‘scars’ grow from throwing away leads – It’s all going wrong for Manchester United in Europe,Similar metadata record: Leaky defence ‘isn’t good enough’ and ‘scars’ grow from throwing away leads – It’s all going wrong for Manchester United in Europe and Inside the Man United takeover and it’s anything but smooth sailing for Sir Jim Ratcliffe as he seeks board vote,Inside the Man United takeover and it’s anything but smooth sailing for Sir Jim Ratcliffe as he seeks board vote
Leaky defence ‘isn’t good enough’ and ‘scars’ grow from throwing away leads – It’s all going wrong for Manchester United in Europe,Similar metadata record: Leaky defence ‘isn’t good enough’ and ‘scars’ grow from throwing away leads – It’s all going wrong for Manchester United in Europe and Tottenham’s Unbeaten Run Ends With 4-1 Home Loss to Chelsea,Tottenham’s Unbeaten Run Ends With 4-1 Home Loss to Chelsea
Leaky defence ‘isn’t good enough’ and ‘scars’ grow from throwing away leads – It’s all going wrong for Manchester United in Europe,Similar metadata record: Leaky defence ‘isn’t good enough’ and ‘scars’ grow from throwing away leads – It’s all going wrong for Manchester United in Europe and Manchester United out of Europe after defeat to Bayern Munich,Manchester United out of Europe after defeat to Bayern Munich
Manchester United face Galatasaray with high hopes but bad memories,Similar metadata record: Manchester United face Galatasaray with high hopes but bad memories and From Ten Hag’s future to a leaking roof: Ratcliffe’s Manchester United in-tray,From Ten Hag’s future to a leaking roof: Ratcliffe’s Manchester United in-tray
Manchester United face Galatasaray with high hopes but bad memories,Similar metadata record: Manchester United face Galatasaray with high hopes but bad memories and Chelsea secure last-eight spot after Raheem Sterling sinks Blackburn,Chelsea secure last-eight spot after Raheem Sterling sinks Blackburn
Manchester United face Galatasaray with high hopes but bad memories,"Similar metadata record: Manchester United face Galatasaray with high hopes but bad memories and Man United vs Chelsea final score, result and highlights as Scott McTominay brace gives Ten Hag vital win","Man United vs Chelsea final score, result and highlights as Scott McTominay brace gives Ten Hag vital win"
Manchester United face Galatasaray with high hopes but bad memories,"Similar metadata record: Manchester United face Galatasaray with high hopes but bad memories and City old boy has final say for Chelsea in eight-goal thriller, supreme Salah leads Liverpool surge","City old boy has final say for Chelsea in eight-goal thriller, supreme Salah leads Liverpool surge"
Manchester United face Galatasaray with high hopes but bad memories,Similar metadata record: Manchester United face Galatasaray with high hopes but bad memories and Salah seals emphatic Europa League win for Liverpool against Toulouse,Salah seals emphatic Europa League win for Liverpool against Toulouse
Manchester United face Galatasaray with high hopes but bad memories,"Similar metadata record: Manchester United face Galatasaray with high hopes but bad memories and Man United vs Chelsea head to head record, all-time results between Premier League giants","Man United vs Chelsea head to head record, all-time results between Premier League giants"
Manchester United face Galatasaray with high hopes but bad memories,Similar metadata record: Manchester United face Galatasaray with high hopes but bad memories and Erik ten Hag could pay the price for Manchester United’s incompetent Champions League campaign,Erik ten Hag could pay the price for Manchester United’s incompetent Champions League campaign
Manchester United face Galatasaray with high hopes but bad memories,"Similar metadata record: Manchester United face Galatasaray with high hopes but bad memories and Gio Reyna looks good in start for USMNT vs. Germany, but those involved in the finish are punished in 3-1 defeat","Gio Reyna looks good in start for USMNT vs. Germany, but those involved in the finish are punished in 3-1 defeat"
Manchester United face Galatasaray with high hopes but bad memories,Similar metadata record: Manchester United face Galatasaray with high hopes but bad memories and Man United vs Fulham: Red Devils determined to get back to winning ways in PL,Man United vs Fulham: Red Devils determined to get back to winning ways in PL
Manchester United face Galatasaray with high hopes but bad memories,Similar metadata record: Manchester United face Galatasaray with high hopes but bad memories and Man United next manager: Assessing candidates to replace Erik ten Hag if Red Devils sack Dutch boss,Man United next manager: Assessing candidates to replace Erik ten Hag if Red Devils sack Dutch boss
Manchester United face Galatasaray with high hopes but bad memories,Similar metadata record: Manchester United face Galatasaray with high hopes but bad memories and Another cruel comeback sees Newcastle perish in group of death,Another cruel comeback sees Newcastle perish in group of death
